ID,holiday,heat,rainfall,flakes,cloud,atmosphere,pa,statement,dt,vol
3363,None,255.7598118,0,0,77, Fog,100393.007,low clouds and high wind,5/2/2013 4:00,778.6227356
3364,None,255.78,0,0,77, Fog,101266.239,low clouds and high wind,5/2/2013 5:00,2138.851895
3365,None,255.35,0,0,1,Fog ,100182.985,clear sky,5/2/2013 6:00,4622.317869
3366,None,254.16,0,0,2,Fog ,100620.95,clear sky,5/2/2013 7:00,5133.672104
3367,None,254.16,0,0,2,Fog ,101270.434,clear sky,5/2/2013 8:00,5500.882228
3368,None,257.88,0,0,1,Fog ,100917.219,clear sky,5/2/2013 9:00,5418.61082
3369,None,257.88,0,0,1,Fog ,101161.306,clear sky,5/2/2013 10:00,4187.945213
3370,None,257.88,0,0,1,Fog ,100449.59,clear sky,5/2/2013 11:00,4344.049353
3371,None,260.03,0,0,40, Fog,101014.395,dispersed clounds and rain,5/2/2013 12:00,5050.168169
3372,None,261.27,0,0,44, Fog,100223.443,dispersed clounds and rain,5/2/2013 13:00,4900.714733
3373,None,261.27,0,0,44, Fog,101163.161,dispersed clounds and rain,5/2/2013 14:00,5168.804023
3374,None,259.72,0,0,56, Fog,100312.591,low clouds and high wind,5/2/2013 16:00,6164.77021
3375,None,259.72,0,0,56, Fog,100807.663,low clouds and high wind,5/2/2013 17:00,6125.225689
3376,None,261.72,0,0,81, Fog,100562.327,low clouds and high wind,5/2/2013 18:00,4789.204776
3377,None,261.72,0,0,81, Fog,100962.695,low clouds and high wind,5/2/2013 19:00,3217.118152
3378,None,261.72,0,0,81, Fog,100059.261,low clouds and high wind,5/2/2013 20:00,2697.48542
3379,None,262.97,0,0,89, Fog,100526.544,clouds over head and dispersed sunny,5/2/2013 21:00,2204.3494
3380,None,262.6960094,0,0,89, Fog,100873,clouds over head and dispersed sunny,5/2/2013 22:00,1470.702086
3381,None,262.97,0,0,89, Fog,100729.226,clouds over head and dispersed sunny,5/2/2013 23:00,1078.99272
3382,None,263.19,0,0,100, Fog,101188.52,clouds over head and dispersed sunny,6/2/2013 0:00,369.7675939
3383,None,266.48,0,0,98, Fog,100217.598,clouds over head and dispersed sunny,6/2/2013 1:00,146.1301415
3384,None,267.12,0,0,90,Haze,100863.59,bit snow,6/2/2013 2:00,338.5932824
3385,None,267.12,0,0,75, Fog,101092.585,low clouds and high wind,6/2/2013 3:00,476.4059919
3386,None,268,0,0,75,Smoke,101265.699,mist,6/2/2013 4:00,970.9254161
3387,None,268.06,0,0,90,Snow,100807.341,heavy snow,6/2/2013 5:00,2750.210788
3388,None,268.06,0,0,90, Calm,100826.696,proximity shower rain,6/2/2013 5:00,2673.273295
3389,None,269.01,0,0,90, Calm,100179.091,mist,6/2/2013 7:00,6447.029415
3390,None,269.97,0,0,90, Calm,101080.431,mist,6/2/2013 8:00,6384.589152
3391,None,270.7280183,0,0,90, Fog,100160.109,clouds over head and dispersed sunny,6/2/2013 10:00,4078.82873
3392,None,270.54,0,0,90, Fog,101120.998,clouds over head and dispersed sunny,6/2/2013 11:00,4179.890927
3393,None,270.52,0,0,75, Fog,100857.234,low clouds and high wind,6/2/2013 13:00,4701.807353
3394,None,270.38,0,0,75, Fog,100025.069,low clouds and high wind,6/2/2013 14:00,5152.105322
3395,None,269.82,0,0,40, Fog,100261.793,dispersed clounds and rain,6/2/2013 15:00,5416.627388
3396,None,269.34,0,0,20, Fog,100751.1,bit cloudy,6/2/2013 16:00,6559.670725
3397,None,267.73,0,0,1,Fog ,100297.652,clear sky,6/2/2013 17:00,6177.872901
3398,None,266.15,0,0,1,Fog ,101227.954,clear sky,6/2/2013 19:00,3448.631886
3399,None,261.02,0,0,85,Smoke,100291.405,thunderstorm with light drizzle,6/2/2013 22:00,1682.650063
3400,None,261.02,0,0,85, Fog,100142.657,clouds over head and dispersed sunny,6/2/2013 23:00,2883.662901
3401,None,259.1,0,0,40, Sprinkle,100442.011,thunderstorm,7/2/2013 1:00,283.0425808
3402,None,259.1,0,0,40, Fog,100097.15,dispersed clounds and rain,7/2/2013 2:00,335.8336526
3403,None,257.92,0,0,32, Fog,100912.804,dispersed clounds and rain,7/2/2013 4:00,700.7260814
3404,None,257.92,0,0,32, Fog,100639.237,dispersed clounds and rain,7/2/2013 5:00,2655.366685
3405,None,263.02,0,0,87, Fog,100650.367,clouds over head and dispersed sunny,7/2/2013 7:00,6146.36936
3406,None,263.02,0,0,87, Fog,100776.697,clouds over head and dispersed sunny,7/2/2013 8:00,6025.648469
3407,None,266.41,0,0,93, Fog,100295.844,clouds over head and dispersed sunny,7/2/2013 10:00,4423.287818
3408,None,266.41,0,0,93,Fog,101240.119,low visiblity fog,7/2/2013 11:00,4926.797091
3409,None,267.53,0,0,90,Haze,101258.612,haze,7/2/2013 13:00,4824.185004
3410,None,268.4,0,0,90,Haze,100062.222,haze,7/2/2013 14:00,5236.855199
3411,None,268.68,0,0,20,Haze,100621.145,haze,7/2/2013 16:00,6636.803737
3412,None,268.17,0,0,90,Haze,100942.332,haze,7/2/2013 17:00,6165.16569
3413,None,268.03,0,0,90, Calm,100731.987,thunderstorm with light drizzle,7/2/2013 18:00,4362.586333
3414,None,268.17,0,0,1,Fog ,100160.109,clear sky,7/2/2013 19:00,3151.166687
3415,None,268.08,0,0,90,Haze,100216.334,haze,7/2/2013 20:00,3023.072614
3416,None,268.4,0,0,90,Haze,101161.689,haze,7/2/2013 21:00,3746.262626
3417,None,268.37,0,0,90,Haze,101185.487,haze,7/2/2013 22:00,3478.28759
3418,None,268.63,0,0,90,Haze,101037.937,haze,7/2/2013 23:00,1250.576908
3419,None,268.52,0,0,90, Calm,100959.435,mist,8/2/2013 1:00,443.1320349
3420,None,268.52,0,0,90,Haze,101228.773,haze,8/2/2013 1:00,494.5266983
3421,None,268.91,0,0,90, Calm,100518.176,mist,8/2/2013 2:00,324.3929906
3422,None,268.91,0,0,90,Haze,100414.875,haze,8/2/2013 2:00,504.7412718
3423,None,268.96,0,0,90, Calm,100945.299,mist,8/2/2013 3:00,369.2017352
3424,None,268.96,0,0,90, Fog,100794.65,light rain,8/2/2013 3:00,277.486916
3425,None,268.87,0,0,90, Calm,100302.398,mist,8/2/2013 4:00,771.0602465
3426,None,268.87,0,0,90,Haze,100625.358,haze,8/2/2013 4:00,844.2990874
3427,None,268.73,0,0,90, Calm,101205.841,mist,8/2/2013 5:00,2478.559215
3428,None,268.73,0,0,90,Haze,101048.114,haze,8/2/2013 5:00,2217.157317
3429,None,268.53,0,0,90, Calm,101029.3,mist,8/2/2013 7:00,6898.328237
3430,None,268.63,0,0,90, Calm,100076.543,mist,8/2/2013 8:00,6185.678494
3431,None,268.83,0,0,90, Calm,100863.493,mist,8/2/2013 9:00,5183.037717
3432,None,268.73,0,0,90, Calm,100414.772,mist,8/2/2013 10:00,5043.057793
3433,None,269.34,0,0,90,Haze,101045.344,haze,8/2/2013 11:00,4956.586793
3434,None,269.34,0,0,90, Calm,100344.811,mist,8/2/2013 11:00,4886.54304
3435,None,269.68,0,0,90, Calm,100275.375,mist,8/2/2013 13:00,5124.314698
3436,None,269.68,0,0,90,Percipitation ,100081.917,bit cloudy,8/2/2013 13:00,5452.833109
3437,None,269.82,0,0,90,Haze,100244.612,haze,8/2/2013 14:00,5540.386146
3438,None,269.82,0,0,90, Calm,100106.808,mist,8/2/2013 14:00,5607.212689
3439,None,270.16,0,0,90, Fog,100675.653,clouds over head and dispersed sunny,8/2/2013 15:00,5723.132473
3440,None,269.9830358,0,0,90, Fog,100383.657,clouds over head and dispersed sunny,8/2/2013 16:00,6662.920493
3441,None,270.34,0,0,90, Fog,100886.934,clouds over head and dispersed sunny,8/2/2013 17:00,5984.839189
3442,None,270.21,0,0,90, Fog,101157.998,clouds over head and dispersed sunny,8/2/2013 18:00,4659.242061
3443,None,270.02,0,0,90, Fog,100604.901,clouds over head and dispersed sunny,8/2/2013 19:00,3732.756324
3444,None,269.89,0,0,90, Fog,100727.579,clouds over head and dispersed sunny,8/2/2013 20:00,2795.574271
3445,None,269.47,0,0,90, Fog,100136.134,clouds over head and dispersed sunny,8/2/2013 21:00,2964.646807
3446,None,269.59,0,0,90, Fog,100442.011,clouds over head and dispersed sunny,8/2/2013 22:00,2944.187086
3447,None,269.19,0,0,90, Fog,101160.682,clouds over head and dispersed sunny,8/2/2013 23:00,1988.665334
3448,None,268.93,0,0,90, Fog,100945.899,clouds over head and dispersed sunny,9/2/2013 1:00,523.3795946
3449,None,269.11,0,0,90, Fog,100622.346,clouds over head and dispersed sunny,9/2/2013 2:00,526.3677588
3450,None,268.49,0,0,90, Fog,100336.578,clouds over head and dispersed sunny,9/2/2013 4:00,380.0296402
3451,None,267.43,0,0,90, Fog,100669.346,clouds over head and dispersed sunny,9/2/2013 5:00,882.1584141
3452,None,266.74,0,0,20, Fog,100550.751,bit cloudy,9/2/2013 7:00,2029.588767
3453,None,265.586649,0,0,90,Haze,100982.719,haze,9/2/2013 8:00,2915.674304
3454,None,267.8,0,0,20,Snow,100507.534,bit snow,9/2/2013 10:00,4329.654552
3455,None,268.37,0,0,5,Fog ,101048.246,clear sky,9/2/2013 11:00,4368.922049
3456,None,269.27,0,0,1,Fog ,100672.052,clear sky,9/2/2013 13:00,4944.334532
3457,None,269.57,0,0,1,Fog ,101016.563,clear sky,9/2/2013 14:00,4554.237593
3458,None,269.21,0,0,1,Fog ,100427.119,clear sky,9/2/2013 15:00,4814.052033
3459,None,269.13,0,0,1,Fog ,100522.862,clear sky,9/2/2013 16:00,4843.291911
3460,None,268.41,0,0,1,Fog ,101147,clear sky,9/2/2013 17:00,4422.467921
3461,None,267.65,0,0,40,Fog ,100094.414,freezing rain,9/2/2013 18:00,3966.614541
3462,None,267.23,0,0,40, Fog,101231.26,dispersed clounds and rain,9/2/2013 19:00,3515.341314
3463,None,267.49,0,0,75, Fog,100295.311,low clouds and high wind,9/2/2013 20:00,2695.089979
3464,None,268.22,0,0,90, Fog,101136.178,clouds over head and dispersed sunny,9/2/2013 21:00,3183.317951
3465,None,268.03,0,0,90, Fog,100522.229,clouds over head and dispersed sunny,9/2/2013 22:00,4349.145956
3466,None,268.88,0,0,90, Fog,101065.783,clouds over head and dispersed sunny,9/2/2013 23:00,1810.764467
3467,None,269.24,0,0,90, Fog,100947.975,clouds over head and dispersed sunny,10/2/2013 0:00,1040.272683
3468,None,269.41,0,0,90, Calm,100780.956,bit snow,10/2/2013 1:00,890.638377
3469,None,269.19,0,0,90,Haze,100829.991,Sky is Clear,10/2/2013 2:00,659.2403281
3470,None,269.64,0,0,90, Fog,100440.58,clouds over head and dispersed sunny,10/2/2013 3:00,523.7430354
3471,None,269.65,0,0,90,Thunderstorm,100724.186,high rain,10/2/2013 4:00,449.3514642
3472,None,269.74,0,0,90, Fog,100813.019,clouds over head and dispersed sunny,10/2/2013 5:00,502.5350465
3473,None,268.2986483,0,0,90,Haze,100709.901,haze,10/2/2013 7:00,1003.987933
3474,None,270.21,0,0,90,Haze,100674.638,haze,10/2/2013 8:00,1342.605338
3475,None,270.21,0,0,90, Calm,100035.97,mist,10/2/2013 8:00,1369.079883
3476,None,270.4,0,0,90,Haze,100522.627,haze,10/2/2013 9:00,1945.58019
3477,None,270.73,0,0,90,Haze,100731.822,haze,10/2/2013 10:00,2236.179281
3478,None,271.14,0,0,90,Haze,100609,haze,10/2/2013 11:00,2002.624403
3479,None,272.5913471,0,0,90,Percipitation ,100949.844,low visiblity high smoke,10/2/2013 13:00,1946.149553
3480,None,272.32,0,0,90, Calm,100824.498,mist,10/2/2013 14:00,2275.546816
3481,None,273.5107728,0,0,90,Haze,100149.765,haze,10/2/2013 14:00,2216.210407
3482,None,272.6,0,0,90, Calm,101223.425,mist,10/2/2013 16:00,2439.325272
3483,None,272.6,0,0,90,Haze,100582.974,haze,10/2/2013 16:00,2551.873089
3484,None,272.46,0,0,90, Calm,101006.992,mist,10/2/2013 17:00,2194.695671
3485,None,272.46,0,0,90,Haze,100702.124,haze,10/2/2013 17:00,2379.138487
3486,None,272.7468729,0,0,90, Calm,100058.008,mist,10/2/2013 19:00,1640.087486
3487,None,271.83,0,0,90,Fog,100424.925,haze,10/2/2013 20:00,1491.843597
3488,None,271.6,0,0,90, Calm,100108.261,mist,10/2/2013 22:00,851.2289383
3489,None,271.37,0,0,90, Calm,100183.349,mist,10/2/2013 23:00,906.0223194
3490,None,271.04,0,0,90,Haze,100654.718,haze,11/2/2013 1:00,395.2270892
3491,None,269.8775897,0,0,90, Calm,100978.102,mist,11/2/2013 1:00,227.8658976
3492,None,271.13,0,0,90, Calm,100287.175,mist,11/2/2013 2:00,92.83931593
3493,None,271.13,0,0,90,Smoke,100962.265,heavy intensity drizzle,11/2/2013 2:00,244.4909726
3494,None,271,0,0,90,Snow,100527.791,heavy snow,11/2/2013 4:00,609.5704869
3495,None,271,0,0,90, Calm,100166.082,mist,11/2/2013 4:00,957.2445215
3496,None,271,0,0,90,Haze,100811.773,haze,11/2/2013 4:00,839.8118504
3497,None,269.7709228,0,0,90,Snow,100798.004,heavy snow,11/2/2013 5:00,2339.355956
3498,None,270.86,0,0,90, Calm,100612.494,mist,11/2/2013 5:00,2489.533803
3499,None,270.86,0,0,90,Haze,100650.367,haze,11/2/2013 5:00,2381.684365
3500,None,270.82,0,0,90, Calm,100325.891,mist,11/2/2013 7:00,5361.180896
3501,None,270.82,0,0,90,Haze,101089.825,haze,11/2/2013 7:00,5202.186052
3502,None,270.82,0,0,90,Snow,100057.853,heavy snow,11/2/2013 7:00,5271.318494
3503,None,270.82,0,0,90, Calm,101187.392,mist,11/2/2013 8:00,5400.927878
3504,None,270.82,0,0,90,Haze,100471.178,haze,11/2/2013 8:00,4973.104499
3505,None,270.82,0,0,90,Snow,100517.807,heavy snow,11/2/2013 8:00,5476.949691
3506,None,271.57,0,0,90, Calm,100738.719,mist,11/2/2013 10:00,4052.576702
3507,None,271.57,0,0,90,Snow,101206.509,heavy snow,11/2/2013 10:00,3943.586558
3508,None,271.57,0,0,90,Percipitation ,100287.762,freezing rain,11/2/2013 10:00,3846.077554
3509,None,270.3892278,0,0,90,Fog,101122.995,low visiblity fog,11/2/2013 10:00,3887.036086
3510,None,271.57,0,0,90,Snow,101018.628,snow,11/2/2013 10:00,3912.647824
3511,None,272,0,0,90, Calm,101155.766,mist,11/2/2013 11:00,3917.159639
3512,None,272,0,0,90,Snow,100051.937,heavy snow,11/2/2013 11:00,4003.478011
3513,None,272,0,0,90,Snow,100264.534,snow,11/2/2013 11:00,4138.633597
3514,None,272,0,0,90,Fog,101227.954,low visiblity fog,11/2/2013 11:00,4063.374911
3515,None,272.54,0,0,90,Snow,100307.267,heavy snow,11/2/2013 13:00,4356.36882
3516,None,272.54,0,0,90, Calm,101178.364,mist,11/2/2013 13:00,4099.120564
3517,None,270.7161529,0,0,90,Snow,101254.62,snow,11/2/2013 13:00,4347.449231
3518,None,272.54,0,0,90,Fog,100251.76,low visiblity fog,11/2/2013 13:00,4099.730627
3519,None,272.91,0,0,90,Snow,100121.625,heavy snow,11/2/2013 14:00,4721.296826
3520,None,272.91,0,0,90, Calm,100912.102,mist,11/2/2013 14:00,4688.675157
3521,None,272.91,0,0,90,Percipitation ,101069.757,thunderstorm with light rain,11/2/2013 14:00,4790.641806
3522,None,273.32,0,0,90, Calm,101158.58,mist,11/2/2013 15:00,5216.235709
3523,None,273.7469614,0,0,90,Snow,101206.135,heavy snow,11/2/2013 15:00,5073.555084
3524,None,273.41,0,0,90, Calm,100012.338,mist,11/2/2013 16:00,6114.962683
3525,None,273.41,0,0,90,Snow,101184.071,heavy snow,11/2/2013 16:00,6077.777792
3526,None,273.41,0,0,90,Squall,100362.322,bit cloudy,11/2/2013 16:00,6043.618574
3527,None,273.59,0,0,90, Calm,100651.519,mist,11/2/2013 17:00,5877.744722
3528,None,273.59,0,0,90,Percipitation ,100900.587,light rain,11/2/2013 17:00,5768.282677
3529,None,273.59,0,0,90,Snow,101289.813,heavy snow,11/2/2013 17:00,5732.852635
3530,None,273.46,0,0,90, Calm,101206.86,mist,11/2/2013 18:00,3928.469431
3531,None,273.46,0,0,90,Snow,100355.519,heavy snow,11/2/2013 18:00,4167.297216
3532,None,273.47,0,0,90,Percipitation ,100079.713,light rain,11/2/2013 19:00,2622.087156
3533,None,273.47,0,0,90, Calm,100217.322,mist,11/2/2013 19:00,2739.436422
3534,None,273.47,0,0,90,Snow,100205.403,heavy snow,11/2/2013 19:00,2978.92507
3535,None,273.14,0,0,90,Snow,101293.041,heavy snow,11/2/2013 20:00,2561.95769
3536,None,273.14,0,0,90, Sprinkle,100049.002,Sky is Clear,11/2/2013 20:00,2513.504375
3537,None,272.7,0,0,90,Smoke,100990.569,"cold, rain and snow",11/2/2013 21:00,1905.626403
3538,None,272.7,0,0,90, Calm,100297.799,mist,11/2/2013 21:00,2006.595546
3539,None,272.61,0,0,90,Snow,100851.891,heavy snow,11/2/2013 22:00,1571.737463
3540,None,272.61,0,0,90, Calm,101277.955,mist,11/2/2013 22:00,1413.005663
3541,None,271.94,0,0,90,Squall,101033.467,thunderstorm with rain,11/2/2013 23:00,910.9228838
3542,None,271.8659845,0,0,90, Calm,100385.426,mist,11/2/2013 23:00,1000.988865
3543,None,271.76,0,0,90, Calm,101315.416,mist,12/2/2013 0:00,618.568169
3544,None,271.76,0,0,90,Snow,101280.629,heavy snow,12/2/2013 0:00,627.1179763
3545,None,271.7,0,0,90, Calm,100240.973,mist,12/2/2013 1:00,423.4415675
3546,None,271.7,0,0,90,Snow,100750.374,heavy snow,12/2/2013 1:00,467.1556903
3547,None,271.51,0,0,90,Snow,100433.521,heavy snow,12/2/2013 2:00,145.0773371
3548,None,271.51,0,0,90, Calm,101191.72,mist,12/2/2013 2:00,212.3230513
3549,None,271.37,0,0,90,Snow,100193.657,heavy snow,12/2/2013 3:00,207.8623273
3550,None,271.37,0,0,90, Calm,100848.454,mist,12/2/2013 3:00,177.2781982
3551,None,270.92,0,0,90,Snow,100241.505,heavy snow,12/2/2013 4:00,652.5726936
3552,None,269.46,0,0,90,Snow,100704.274,heavy snow,12/2/2013 7:00,6523.043065
3553,None,269.05,0,0,90,Snow,100237.091,heavy snow,12/2/2013 8:00,6229.982244
3554,None,269.05,0,0,90, Calm,100640.857,mist,12/2/2013 8:00,6049.761395
3555,None,268.3754766,0,0,90, Fog,100297.799,clouds over head and dispersed sunny,12/2/2013 9:00,4897.529582
3556,None,269.6,0,0,90, Fog,100840.598,clouds over head and dispersed sunny,12/2/2013 10:00,4248.646642
3557,None,269.8,0,0,90,Thunderstorm,101218.292,low visiblity fog,12/2/2013 11:00,4619.792638
3558,None,270.13,0,0,90,Fog ,100726.333,thunderstorm with light rain,12/2/2013 12:00,4791.068169
3559,None,270.540196,0,0,90, Fog,100227.527,clouds over head and dispersed sunny,12/2/2013 13:00,4637.03712
3560,None,269.8,0,0,90, Fog,101036.073,clouds over head and dispersed sunny,12/2/2013 14:00,5120.407403
3561,None,270.7156721,0,0,90, Fog,100420.821,clouds over head and dispersed sunny,12/2/2013 15:00,5590.657476
3562,None,269.03,0,0,90, Fog,100472.363,clouds over head and dispersed sunny,12/2/2013 16:00,6197.739117
3563,None,268.41,0,0,90, Fog,100661.903,clouds over head and dispersed sunny,12/2/2013 17:00,6233.825703
3564,None,268.54,0,0,90, Fog,100527.968,clouds over head and dispersed sunny,12/2/2013 18:00,4606.515251
3565,None,267.6399879,0,0,90, Fog,101128.023,clouds over head and dispersed sunny,12/2/2013 19:00,3245.717482
3566,None,267.15,0,0,90, Fog,100416.182,clouds over head and dispersed sunny,12/2/2013 21:00,2605.247279
3567,None,267.15,0,0,90, Fog,101191.765,clouds over head and dispersed sunny,12/2/2013 22:00,1464.382829
3568,None,263.9809167,0,0,0,Fog ,100933.116,clear sky,13-02-2013 00:00,562.7428443
3569,None,263.47,0,0,0,Fog ,101158.252,clear sky,13-02-2013 01:00,515.829323
3570,None,263.1806319,0,0,0,Fog ,100382.71,clear sky,13-02-2013 02:00,371.4481877
3571,None,266.15,0,0,90,Snow,100802.781,heavy snow,13-02-2013 04:00,804.0360544
3572,None,263.66,0,0,4,Fog ,100705.314,clear sky,13-02-2013 05:00,2458.902039
3573,None,268.0917871,0,0,40, Fog,100760.267,dispersed clounds and rain,13-02-2013 06:00,5192.996553
3574,None,266.9,0,0,77, Fog,101309.842,low clouds and high wind,13-02-2013 08:00,6412.012022
3575,None,269.13,0,0,40, Fog,101189.816,dispersed clounds and rain,13-02-2013 10:00,4665.440084
3576,None,270.47,0,0,75, Fog,100588.833,low clouds and high wind,13-02-2013 11:00,5007.611263
3577,None,275.0212598,0,0,20, Fog,100741.584,light rain,13-02-2013 13:00,5114.05517
3578,None,273.89,0,0,20, Fog,101017.036,bit cloudy,13-02-2013 14:00,5225.804767
3579,None,274.06,0,0,1,Fog ,101283.332,clear sky,13-02-2013 15:00,5810.689682
3580,None,273.5,0,0,1,Fog ,100678.287,clear sky,13-02-2013 16:00,6894.3038
3581,None,272.5260464,0,0,20, Fog,100990.569,bit cloudy,13-02-2013 17:00,6502.313913
3582,None,270.79,0,0,20, Fog,100213.422,bit cloudy,13-02-2013 18:00,4518.193017
3583,None,269.95,0,0,20, Fog,100141.284,bit cloudy,13-02-2013 19:00,3229.37147
3584,None,269.58,0,0,40, Fog,100651.519,dispersed clounds and rain,13-02-2013 20:00,3068.485178
3585,None,269.01,0,0,75, Fog,101203.45,low clouds and high wind,13-02-2013 21:00,2145.981541
3586,None,269.6934525,0,0,90, Fog,100281.999,clouds over head and dispersed sunny,13-02-2013 22:00,1835.570915
3587,None,268.49,0,0,40, Fog,100824.498,dispersed clounds and rain,13-02-2013 23:00,1064.380773
3588,None,268.26,0,0,20, Fog,100745.777,bit cloudy,14-02-2013 00:00,659.6937719
3589,None,267.49,0,0,75, Fog,100895.828,low clouds and high wind,14-02-2013 01:00,423.625463
3590,None,267.22,0,0,75, Fog,100099.639,low clouds and high wind,14-02-2013 02:00,173.1334283
3591,None,266.82,0,0,90, Fog,100900.811,clouds over head and dispersed sunny,14-02-2013 04:00,860.0051917
3592,None,266.62,0,0,75, Fog,100739.995,low clouds and high wind,14-02-2013 05:00,2543.172928
3593,None,266.26,0,0,90, Fog,100715.044,clouds over head and dispersed sunny,14-02-2013 06:00,4834.930975
3594,None,268.0341672,0,0,75,Fog ,100544.477,heavy intensity rain,14-02-2013 07:00,5544.504744
3595,None,266.98,0,0,90, Calm,100330.237,mist,14-02-2013 08:00,5599.661302
3596,None,268.36,0,0,90, Fog,100079.184,clouds over head and dispersed sunny,14-02-2013 09:00,5673.578509
3597,None,269.61,0,0,75, Fog,100514.635,low clouds and high wind,14-02-2013 10:00,4470.833367
3598,None,272.6591898,0,0,90, Fog,101042.993,clouds over head and dispersed sunny,14-02-2013 11:00,4965.786567
3599,None,274.06,0,0,75,Haze,100498.161,thunderstorm with light drizzle,14-02-2013 12:00,5205.542263
3600,None,275.4,0,0,75, Fog,100462.398,low clouds and high wind,14-02-2013 13:00,5036.975667
3601,None,276.03,0,0,75, Fog,101182.945,low clouds and high wind,14-02-2013 14:00,5478.849373
3602,None,276.16,0,0,75, Fog,100686.098,low clouds and high wind,14-02-2013 15:00,6211.069336
3603,None,275.7,0,0,90,Snow,100687.222,heavy snow,14-02-2013 16:00,7007.477543
3604,None,275.0858766,0,0,90,Percipitation ,101241.078,light rain,14-02-2013 17:00,6151.525801
3605,None,275.4777608,0,0,90,Snow,100361.969,heavy snow,14-02-2013 17:00,6225.431698
3606,None,274.25,0,0,90,Snow,100459.414,heavy snow,14-02-2013 18:00,4473.772961
3607,None,274.01,0,0,90,Snow,100542.492,heavy snow,14-02-2013 19:00,3230.865142
3608,None,274.01,0,0,90, Calm,101176.77,mist,14-02-2013 19:00,3348.25066
3609,None,274.01,0,0,90,Squall,100160.79,bit snow,14-02-2013 19:00,3353.32814
3610,None,273.77,0,0,90,Snow,101232.286,heavy snow,14-02-2013 20:00,2774.761508
3611,None,273.77,0,0,90, Calm,100454.52,mist,14-02-2013 20:00,2945.308858
3612,None,273.77,0,0,90,Fog,100721.592,low clouds and high wind,14-02-2013 20:00,3023.109036
3613,None,273.4,0,0,90,Haze,100131.413,bit cloudy,14-02-2013 21:00,2865.45214
3614,None,275.2891219,0,0,90, Calm,100932.788,mist,14-02-2013 21:00,2867.855971
3615,None,273.9843007,0,0,90,Snow,100130.431,heavy snow,14-02-2013 22:00,3968.818594
3616,None,273.45,0,0,90, Calm,101239.118,mist,14-02-2013 22:00,4005.735803
3617,None,273.45,0,0,90,Fog,100116.685,low visiblity fog,14-02-2013 22:00,3634.460478
3618,None,273.45,0,0,90,Snow,100076.543,snow,14-02-2013 22:00,3792.23789
3619,None,273.35,0,0,90,Snow,100365.566,heavy snow,14-02-2013 23:00,1799.101266
3620,None,273.35,0,0,90,Fog ,100663.237,snow,14-02-2013 23:00,1604.974281
3621,None,273.35,0,0,90,Snow,101310.686,snow,14-02-2013 23:00,1685.774339
3622,None,273.35,0,0,90,Fog,100654.821,low visiblity fog,14-02-2013 23:00,1598.774276
3623,None,273.44,0,0,90,Snow,100782.089,heavy snow,15-02-2013 00:00,733.7545581
3624,None,273.44,0,0,90,Haze,100421.281,low visiblity fog,15-02-2013 00:00,953.7718292
3625,None,273.2,0,0,90,Snow,100912.22,heavy snow,15-02-2013 01:00,326.9285019
3626,None,273.2,0,0,90, Calm,100661.959,mist,15-02-2013 01:00,444.6886906
3627,None,272.5,0,0,90,Snow,100677.454,heavy snow,15-02-2013 02:00,386.249485
3628,None,272.5,0,0,90, Calm,100401.868,Sky is Clear,15-02-2013 02:00,182.7690271
3629,None,271.71,0,0,90,Snow,101222.85,heavy snow,15-02-2013 03:00,399.0181223
3630,None,271.089836,0,0,90, Calm,100662.072,mist,15-02-2013 03:00,493.6548535
3631,None,271.7056971,0,0,90, Fog,100706.129,clouds over head and dispersed sunny,15-02-2013 04:00,800.3187748
3632,None,270.08,0,0,90,Snow,100375.39,shower drizzle,15-02-2013 05:00,2488.142874
3633,None,270.132533,0,0,40, Fog,100042.626,dispersed clounds and rain,15-02-2013 07:00,6525.723089
3634,None,268.93,0,0,40, Calm,100125.928,mist,15-02-2013 08:00,5729.32877
3635,None,270.47,0,0,75,Haze,100532.029,haze,15-02-2013 10:00,4823.239111
3636,None,270.8,0,0,75, Fog,100850.987,low clouds and high wind,15-02-2013 11:00,5229.017921
3637,None,271.12,0,0,90, Fog,100308.19,clouds over head and dispersed sunny,15-02-2013 13:00,5572.985253
3638,None,271.08,0,0,75,Smoke,100271.308,moderate rain,15-02-2013 14:00,5718.833729
3639,None,270.65,0,0,40, Fog,100446.236,dispersed clounds and rain,15-02-2013 15:00,6104.601921
3640,None,270.05,0,0,40, Fog,100174.269,dispersed clounds and rain,15-02-2013 16:00,6386.314313
3641,None,269.04,0,0,75, Fog,100408.631,low clouds and high wind,15-02-2013 17:00,6072.782136
3642,None,268.03,0,0,75, Fog,100229.344,low clouds and high wind,15-02-2013 18:00,4579.675444
3643,None,267.21,0,0,75, Fog,101314.299,haze,15-02-2013 19:00,3922.627309
3644,None,266.1,0,0,40, Fog,100218.176,dispersed clounds and rain,15-02-2013 20:00,3063.636147
3645,None,264.9,0,0,20, Fog,101244.137,bit cloudy,15-02-2013 21:00,2643.542533
3646,None,264.38,0,0,20, Fog,101279.538,bit cloudy,15-02-2013 22:00,2395.983546
3647,None,263.26,0,0,1,Fog ,100037.284,clear sky,15-02-2013 23:00,3122.90994
3648,None,262.21,0,0,20, Fog,100074.863,bit cloudy,16-02-2013 00:00,1657.68697
3649,None,261.41,0,0,90, Fog,100704.362,clouds over head and dispersed sunny,16-02-2013 01:00,861.8686415
